"Country or Area"|"Year"|"Area"|"Sex"|"Age"|"Record Type"|"Reliability"|"Source Year"|"Value"|"Value Footnotes"
"Germany"|"2017"|"Total"|"Both Sexes"|"83"|"Estimate - de jure"|"Final figure, complete"|"2018"|"470898.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"84"|"Estimate - de jure"|"Final figure, complete"|"2018"|"389218"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"84"|"Estimate - de jure"|"Final figure, complete"|"2018"|"388732"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"85"|"Estimate - de jure"|"Final figure, complete"|"2018"|"363961"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"85"|"Estimate - de jure"|"Final figure, complete"|"2018"|"360230"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"85 - 89"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1496391"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"85 - 89"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1497342"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"86"|"Estimate - de jure"|"Final figure, complete"|"2018"|"348412"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"86"|"Estimate - de jure"|"Final figure, complete"|"2018"|"339223"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"87"|"Estimate - de jure"|"Final figure, complete"|"2018"|"307818"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"87"|"Estimate - de jure"|"Final figure, complete"|"2018"|"303581"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"88"|"Estimate - de jure"|"Final figure, complete"|"2018"|"264910"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"88"|"Estimate - de jure"|"Final figure, complete"|"2018"|"266169.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"89"|"Estimate - de jure"|"Final figure, complete"|"2018"|"222950.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"89"|"Estimate - de jure"|"Final figure, complete"|"2018"|"216478"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"90"|"Estimate - de jure"|"Final figure, complete"|"2018"|"182762"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"90"|"Estimate - de jure"|"Final figure, complete"|"2018"|"183391"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"90 - 94"|"Estimate - de jure"|"Final figure, complete"|"2018"|"611851"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"90 - 94"|"Estimate - de jure"|"Final figure, complete"|"2018"|"606407"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"91"|"Estimate - de jure"|"Final figure, complete"|"2018"|"151076"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"91"|"Estimate - de jure"|"Final figure, complete"|"2018"|"151502.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"92"|"Estimate - de jure"|"Final figure, complete"|"2018"|"118467"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"92"|"Estimate - de jure"|"Final figure, complete"|"2018"|"114419"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"93"|"Estimate - de jure"|"Final figure, complete"|"2018"|"88625"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"93"|"Estimate - de jure"|"Final figure, complete"|"2018"|"89584.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"94"|"Estimate - de jure"|"Final figure, complete"|"2018"|"68906"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"94"|"Estimate - de jure"|"Final figure, complete"|"2018"|"69525"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"95"|"Estimate - de jure"|"Final figure, complete"|"2018"|"54066"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"95"|"Estimate - de jure"|"Final figure, complete"|"2018"|"53013"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"95 - 99"|"Estimate - de jure"|"Final figure, complete"|"2018"|"133263"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"95 - 99"|"Estimate - de jure"|"Final figure, complete"|"2018"|"127981"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"96"|"Estimate - de jure"|"Final figure, complete"|"2018"|"37915"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"96"|"Estimate - de jure"|"Final figure, complete"|"2018"|"38612"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"97"|"Estimate - de jure"|"Final figure, complete"|"2018"|"23864.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"97"|"Estimate - de jure"|"Final figure, complete"|"2018"|"21033"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"98"|"Estimate - de jure"|"Final figure, complete"|"2018"|"9088"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"98"|"Estimate - de jure"|"Final figure, complete"|"2018"|"11789.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"99"|"Estimate - de jure"|"Final figure, complete"|"2018"|"5984"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"99"|"Estimate - de jure"|"Final figure, complete"|"2018"|"5879"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"100"|"Estimate - de jure"|"Final figure, complete"|"2018"|"4186"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"100 - 104"|"Estimate - de jure"|"Final figure, complete"|"2018"|"13479"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2018"|"14701.5"|"1,2"
"Germany"|"2017"|"Total"|"Both Sexes"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2018"|"15209"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"101"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3539"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"102"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2856"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"103"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1792"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"104"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1106"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"105"|"Estimate - de jure"|"Final figure, complete"|"2018"|"675"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"105 - 109"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1491"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"106"|"Estimate - de jure"|"Final figure, complete"|"2018"|"393"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"107"|"Estimate - de jure"|"Final figure, complete"|"2018"|"213"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"108"|"Estimate - de jure"|"Final figure, complete"|"2018"|"141"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"109"|"Estimate - de jure"|"Final figure, complete"|"2018"|"69"|"1"
"Germany"|"2017"|"Total"|"Both Sexes"|"110 +"|"Estimate - de jure"|"Final figure, complete"|"2018"|"239"|"1"
"Germany"|"2017"|"Total"|"Male"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2018"|"40770341.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2018"|"40697118"|"1"
"Germany"|"2017"|"Total"|"Male"|"0"|"Estimate - de jure"|"Final figure, complete"|"2018"|"403564"|"1"
"Germany"|"2017"|"Total"|"Male"|"0"|"Estimate - de jure"|"Final figure, complete"|"2018"|"403066.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1951403"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1928588"|"1"
"Germany"|"2017"|"Total"|"Male"|"1"|"Estimate - de jure"|"Final figure, complete"|"2018"|"391699"|"1"
"Germany"|"2017"|"Total"|"Male"|"1"|"Estimate - de jure"|"Final figure, complete"|"2018"|"399732"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1548336.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1525024"|"1"
"Germany"|"2017"|"Total"|"Male"|"2"|"Estimate - de jure"|"Final figure, complete"|"2018"|"386856"|"1"
"Germany"|"2017"|"Total"|"Male"|"2"|"Estimate - de jure"|"Final figure, complete"|"2018"|"391389.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"3"|"Estimate - de jure"|"Final figure, complete"|"2018"|"382254"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"3"|"Estimate - de jure"|"Final figure, complete"|"2018"|"373724"|"1"
"Germany"|"2017"|"Total"|"Male"|"4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"372745"|"1"
"Germany"|"2017"|"Total"|"Male"|"4"|"Estimate - de jure"|"Final figure, complete"|"2018"|"374961"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"5"|"Estimate - de jure"|"Final figure, complete"|"2018"|"370427"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"5"|"Estimate - de jure"|"Final figure, complete"|"2018"|"364483"|"1"
"Germany"|"2017"|"Total"|"Male"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1857190"|"1"
"Germany"|"2017"|"Total"|"Male"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1864304"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"6"|"Estimate - de jure"|"Final figure, complete"|"2018"|"370194.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"6"|"Estimate - de jure"|"Final figure, complete"|"2018"|"372791"|"1"
"Germany"|"2017"|"Total"|"Male"|"7"|"Estimate - de jure"|"Final figure, complete"|"2018"|"367520"|"1"
"Germany"|"2017"|"Total"|"Male"|"7"|"Estimate - de jure"|"Final figure, complete"|"2018"|"371833.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"8"|"Estimate - de jure"|"Final figure, complete"|"2018"|"373861"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"8"|"Estimate - de jure"|"Final figure, complete"|"2018"|"376926"|"1"
"Germany"|"2017"|"Total"|"Male"|"9"|"Estimate - de jure"|"Final figure, complete"|"2018"|"375470"|"1"
"Germany"|"2017"|"Total"|"Male"|"9"|"Estimate - de jure"|"Final figure, complete"|"2018"|"377988"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"10"|"Estimate - de jure"|"Final figure, complete"|"2018"|"373675.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"10"|"Estimate - de jure"|"Final figure, complete"|"2018"|"368644"|"1"
"Germany"|"2017"|"Total"|"Male"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1893522"|"1"
"Germany"|"2017"|"Total"|"Male"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2018"|"1894390.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"11"|"Estimate - de jure"|"Final figure, complete"|"2018"|"372365.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"11"|"Estimate - de jure"|"Final figure, complete"|"2018"|"372775"|"1"
"Germany"|"2017"|"Total"|"Male"|"12"|"Estimate - de jure"|"Final figure, complete"|"2018"|"381238"|"1"
"Germany"|"2017"|"Total"|"Male"|"12"|"Estimate - de jure"|"Final figure, complete"|"2018"|"378522"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"13"|"Estimate - de jure"|"Final figure, complete"|"2018"|"382926.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"13"|"Estimate - de jure"|"Final figure, complete"|"2018"|"381743"|"1"
"Germany"|"2017"|"Total"|"Male"|"14"|"Estimate - de jure"|"Final figure, complete"|"2018"|"389122"|"1"
"Germany"|"2017"|"Total"|"Male"|"14"|"Estimate - de jure"|"Final figure, complete"|"2018"|"386901"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"15"|"Estimate - de jure"|"Final figure, complete"|"2018"|"396861.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"15"|"Estimate - de jure"|"Final figure, complete"|"2018"|"401366"|"1"
"Germany"|"2017"|"Total"|"Male"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2187398"|"1"
"Germany"|"2017"|"Total"|"Male"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2159355"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"16"|"Estimate - de jure"|"Final figure, complete"|"2018"|"415392"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"16"|"Estimate - de jure"|"Final figure, complete"|"2018"|"425176"|"1"
"Germany"|"2017"|"Total"|"Male"|"17"|"Estimate - de jure"|"Final figure, complete"|"2018"|"437671"|"1"
"Germany"|"2017"|"Total"|"Male"|"17"|"Estimate - de jure"|"Final figure, complete"|"2018"|"433551.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"18"|"Estimate - de jure"|"Final figure, complete"|"2018"|"446715"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"18"|"Estimate - de jure"|"Final figure, complete"|"2018"|"448700"|"1"
"Germany"|"2017"|"Total"|"Male"|"19"|"Estimate - de jure"|"Final figure, complete"|"2018"|"474485"|"1"
"Germany"|"2017"|"Total"|"Male"|"19"|"Estimate - de jure"|"Final figure, complete"|"2018"|"466835"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"20"|"Estimate - de jure"|"Final figure, complete"|"2018"|"477764.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"20"|"Estimate - de jure"|"Final figure, complete"|"2018"|"472015"|"1"
"Germany"|"2017"|"Total"|"Male"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2395930"|"1"
"Germany"|"2017"|"Total"|"Male"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2404503"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"21"|"Estimate - de jure"|"Final figure, complete"|"2018"|"472090.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"21"|"Estimate - de jure"|"Final figure, complete"|"2018"|"464476"|"1"
"Germany"|"2017"|"Total"|"Male"|"22"|"Estimate - de jure"|"Final figure, complete"|"2018"|"472217"|"1"
"Germany"|"2017"|"Total"|"Male"|"22"|"Estimate - de jure"|"Final figure, complete"|"2018"|"472271.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"23"|"Estimate - de jure"|"Final figure, complete"|"2018"|"484828"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"23"|"Estimate - de jure"|"Final figure, complete"|"2018"|"488896"|"1"
"Germany"|"2017"|"Total"|"Male"|"24"|"Estimate - de jure"|"Final figure, complete"|"2018"|"498326"|"1"
"Germany"|"2017"|"Total"|"Male"|"24"|"Estimate - de jure"|"Final figure, complete"|"2018"|"497548.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"25"|"Estimate - de jure"|"Final figure, complete"|"2018"|"511501"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"25"|"Estimate - de jure"|"Final figure, complete"|"2018"|"517835"|"1"
"Germany"|"2017"|"Total"|"Male"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2787105"|"1"
"Germany"|"2017"|"Total"|"Male"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2768463.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"26"|"Estimate - de jure"|"Final figure, complete"|"2018"|"546948.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"26"|"Estimate - de jure"|"Final figure, complete"|"2018"|"569618"|"1"
"Germany"|"2017"|"Total"|"Male"|"27"|"Estimate - de jure"|"Final figure, complete"|"2018"|"560561"|"1"
"Germany"|"2017"|"Total"|"Male"|"27"|"Estimate - de jure"|"Final figure, complete"|"2018"|"567715.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"28"|"Estimate - de jure"|"Final figure, complete"|"2018"|"570810"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"28"|"Estimate - de jure"|"Final figure, complete"|"2018"|"576162"|"1"
"Germany"|"2017"|"Total"|"Male"|"29"|"Estimate - de jure"|"Final figure, complete"|"2018"|"562929"|"1"
"Germany"|"2017"|"Total"|"Male"|"29"|"Estimate - de jure"|"Final figure, complete"|"2018"|"571488.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"30"|"Estimate - de jure"|"Final figure, complete"|"2018"|"558352"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"30"|"Estimate - de jure"|"Final figure, complete"|"2018"|"550259"|"1"
"Germany"|"2017"|"Total"|"Male"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2676180"|"1"
"Germany"|"2017"|"Total"|"Male"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2696438.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"31"|"Estimate - de jure"|"Final figure, complete"|"2018"|"543168.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"31"|"Estimate - de jure"|"Final figure, complete"|"2018"|"532987"|"1"
"Germany"|"2017"|"Total"|"Male"|"32"|"Estimate - de jure"|"Final figure, complete"|"2018"|"528086"|"1"
"Germany"|"2017"|"Total"|"Male"|"32"|"Estimate - de jure"|"Final figure, complete"|"2018"|"531914"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"33"|"Estimate - de jure"|"Final figure, complete"|"2018"|"529049.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"33"|"Estimate - de jure"|"Final figure, complete"|"2018"|"527169"|"1"
"Germany"|"2017"|"Total"|"Male"|"34"|"Estimate - de jure"|"Final figure, complete"|"2018"|"537679"|"1"
"Germany"|"2017"|"Total"|"Male"|"34"|"Estimate - de jure"|"Final figure, complete"|"2018"|"533954.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"35"|"Estimate - de jure"|"Final figure, complete"|"2018"|"534707.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"35"|"Estimate - de jure"|"Final figure, complete"|"2018"|"529587"|"1"
"Germany"|"2017"|"Total"|"Male"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2557606"|"1"
"Germany"|"2017"|"Total"|"Male"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2585199.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"36"|"Estimate - de jure"|"Final figure, complete"|"2018"|"531664.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"36"|"Estimate - de jure"|"Final figure, complete"|"2018"|"531441"|"1"
"Germany"|"2017"|"Total"|"Male"|"37"|"Estimate - de jure"|"Final figure, complete"|"2018"|"504917"|"1"
"Germany"|"2017"|"Total"|"Male"|"37"|"Estimate - de jure"|"Final figure, complete"|"2018"|"519450"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"38"|"Estimate - de jure"|"Final figure, complete"|"2018"|"502491"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"38"|"Estimate - de jure"|"Final figure, complete"|"2018"|"497865"|"1"
"Germany"|"2017"|"Total"|"Male"|"39"|"Estimate - de jure"|"Final figure, complete"|"2018"|"493796"|"1"
"Germany"|"2017"|"Total"|"Male"|"39"|"Estimate - de jure"|"Final figure, complete"|"2018"|"496886.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"40"|"Estimate - de jure"|"Final figure, complete"|"2018"|"489153.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"40"|"Estimate - de jure"|"Final figure, complete"|"2018"|"482589"|"1"
"Germany"|"2017"|"Total"|"Male"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2428357"|"1"
"Germany"|"2017"|"Total"|"Male"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2419791.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"41"|"Estimate - de jure"|"Final figure, complete"|"2018"|"477982.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"41"|"Estimate - de jure"|"Final figure, complete"|"2018"|"471244"|"1"
"Germany"|"2017"|"Total"|"Male"|"42"|"Estimate - de jure"|"Final figure, complete"|"2018"|"475382"|"1"
"Germany"|"2017"|"Total"|"Male"|"42"|"Estimate - de jure"|"Final figure, complete"|"2018"|"474226"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"43"|"Estimate - de jure"|"Final figure, complete"|"2018"|"478050.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"43"|"Estimate - de jure"|"Final figure, complete"|"2018"|"478790"|"1"
"Germany"|"2017"|"Total"|"Male"|"44"|"Estimate - de jure"|"Final figure, complete"|"2018"|"520352"|"1"
"Germany"|"2017"|"Total"|"Male"|"44"|"Estimate - de jure"|"Final figure, complete"|"2018"|"500379"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"45"|"Estimate - de jure"|"Final figure, complete"|"2018"|"547274"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"45"|"Estimate - de jure"|"Final figure, complete"|"2018"|"573121"|"1"
"Germany"|"2017"|"Total"|"Male"|"45 - 49"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3162743"|"1"
"Germany"|"2017"|"Total"|"Male"|"45 - 49"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3080985"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"46"|"Estimate - de jure"|"Final figure, complete"|"2018"|"583999"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"46"|"Estimate - de jure"|"Final figure, complete"|"2018"|"594048"|"1"
"Germany"|"2017"|"Total"|"Male"|"47"|"Estimate - de jure"|"Final figure, complete"|"2018"|"639442"|"1"
"Germany"|"2017"|"Total"|"Male"|"47"|"Estimate - de jure"|"Final figure, complete"|"2018"|"617062.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"48"|"Estimate - de jure"|"Final figure, complete"|"2018"|"654753.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"48"|"Estimate - de jure"|"Final figure, complete"|"2018"|"669654"|"1"
"Germany"|"2017"|"Total"|"Male"|"49"|"Estimate - de jure"|"Final figure, complete"|"2018"|"686478"|"1"
"Germany"|"2017"|"Total"|"Male"|"49"|"Estimate - de jure"|"Final figure, complete"|"2018"|"677896"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"50"|"Estimate - de jure"|"Final figure, complete"|"2018"|"695278.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"50"|"Estimate - de jure"|"Final figure, complete"|"2018"|"704842"|"1"
"Germany"|"2017"|"Total"|"Male"|"50 - 54"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3526252"|"1"
"Germany"|"2017"|"Total"|"Male"|"50 - 54"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3522120.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"51"|"Estimate - de jure"|"Final figure, complete"|"2018"|"705524"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"51"|"Estimate - de jure"|"Final figure, complete"|"2018"|"707768"|"1"
"Germany"|"2017"|"Total"|"Male"|"52"|"Estimate - de jure"|"Final figure, complete"|"2018"|"718576"|"1"
"Germany"|"2017"|"Total"|"Male"|"52"|"Estimate - de jure"|"Final figure, complete"|"2018"|"712079.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"53"|"Estimate - de jure"|"Final figure, complete"|"2018"|"713238"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"53"|"Estimate - de jure"|"Final figure, complete"|"2018"|"710558"|"1"
"Germany"|"2017"|"Total"|"Male"|"54"|"Estimate - de jure"|"Final figure, complete"|"2018"|"684508"|"1"
"Germany"|"2017"|"Total"|"Male"|"54"|"Estimate - de jure"|"Final figure, complete"|"2018"|"696000.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"55"|"Estimate - de jure"|"Final figure, complete"|"2018"|"676104.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"55"|"Estimate - de jure"|"Final figure, complete"|"2018"|"670968"|"1"
"Germany"|"2017"|"Total"|"Male"|"55 - 59"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3104747"|"1"
"Germany"|"2017"|"Total"|"Male"|"55 - 59"|"Estimate - de jure"|"Final figure, complete"|"2018"|"3150520.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"56"|"Estimate - de jure"|"Final figure, complete"|"2018"|"656611"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"56"|"Estimate - de jure"|"Final figure, complete"|"2018"|"646119"|"1"
"Germany"|"2017"|"Total"|"Male"|"57"|"Estimate - de jure"|"Final figure, complete"|"2018"|"626157"|"1"
"Germany"|"2017"|"Total"|"Male"|"57"|"Estimate - de jure"|"Final figure, complete"|"2018"|"634081"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"58"|"Estimate - de jure"|"Final figure, complete"|"2018"|"605416"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"58"|"Estimate - de jure"|"Final figure, complete"|"2018"|"589191"|"1"
"Germany"|"2017"|"Total"|"Male"|"59"|"Estimate - de jure"|"Final figure, complete"|"2018"|"572312"|"1"
"Germany"|"2017"|"Total"|"Male"|"59"|"Estimate - de jure"|"Final figure, complete"|"2018"|"578308"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"60"|"Estimate - de jure"|"Final figure, complete"|"2018"|"559735"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"60"|"Estimate - de jure"|"Final figure, complete"|"2018"|"552474"|"1"
"Germany"|"2017"|"Total"|"Male"|"60 - 64"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2573457"|"1"
"Germany"|"2017"|"Total"|"Male"|"60 - 64"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2600723.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"61"|"Estimate - de jure"|"Final figure, complete"|"2018"|"538350.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"61"|"Estimate - de jure"|"Final figure, complete"|"2018"|"530011"|"1"
"Germany"|"2017"|"Total"|"Male"|"62"|"Estimate - de jure"|"Final figure, complete"|"2018"|"513037"|"1"
"Germany"|"2017"|"Total"|"Male"|"62"|"Estimate - de jure"|"Final figure, complete"|"2018"|"518439.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"63"|"Estimate - de jure"|"Final figure, complete"|"2018"|"498729"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"63"|"Estimate - de jure"|"Final figure, complete"|"2018"|"491105"|"1"
"Germany"|"2017"|"Total"|"Male"|"64"|"Estimate - de jure"|"Final figure, complete"|"2018"|"486830"|"1"
"Germany"|"2017"|"Total"|"Male"|"64"|"Estimate - de jure"|"Final figure, complete"|"2018"|"485469.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"65"|"Estimate - de jure"|"Final figure, complete"|"2018"|"476622.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"65"|"Estimate - de jure"|"Final figure, complete"|"2018"|"473859"|"1"
"Germany"|"2017"|"Total"|"Male"|"65 - 69"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2186608"|"1"
"Germany"|"2017"|"Total"|"Male"|"65 - 69"|"Estimate - de jure"|"Final figure, complete"|"2018"|"2219379.5"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"66"|"Estimate - de jure"|"Final figure, complete"|"2018"|"467885"|"1,2"
"Germany"|"2017"|"Total"|"Male"|"66"|"Estimate - de jure"|"Final figure, complete"|"2018"|"470070"|"1"
