"Country or Area"|"Year"|"Area"|"Sex"|"Age"|"Record Type"|"Reliability"|"Source Year"|"Value"|"Value Footnotes"
"Republic of Korea"|"2018"|"Total"|"Male"|"69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"207315"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"70"|"Estimate - de jure"|"Final figure, complete"|"2019"|"205463"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"70 - 74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"826425"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"71"|"Estimate - de jure"|"Final figure, complete"|"2019"|"196089"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"72"|"Estimate - de jure"|"Final figure, complete"|"2019"|"134445"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"73"|"Estimate - de jure"|"Final figure, complete"|"2019"|"150906"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"139522"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"75"|"Estimate - de jure"|"Final figure, complete"|"2019"|"161433"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"75 - 79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"664618"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"76"|"Estimate - de jure"|"Final figure, complete"|"2019"|"155589"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"77"|"Estimate - de jure"|"Final figure, complete"|"2019"|"125241"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"78"|"Estimate - de jure"|"Final figure, complete"|"2019"|"115018"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"107337"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"80"|"Estimate - de jure"|"Final figure, complete"|"2019"|"91591"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"80 - 84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"355962"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"81"|"Estimate - de jure"|"Final figure, complete"|"2019"|"82681"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"82"|"Estimate - de jure"|"Final figure, complete"|"2019"|"71794"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"83"|"Estimate - de jure"|"Final figure, complete"|"2019"|"61144"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"48752"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"85"|"Estimate - de jure"|"Final figure, complete"|"2019"|"39047"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"85 - 89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"128560"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"86"|"Estimate - de jure"|"Final figure, complete"|"2019"|"31692"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"87"|"Estimate - de jure"|"Final figure, complete"|"2019"|"22933"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"88"|"Estimate - de jure"|"Final figure, complete"|"2019"|"18697"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"16191"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"90"|"Estimate - de jure"|"Final figure, complete"|"2019"|"11437"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"90 - 94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"32990"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"91"|"Estimate - de jure"|"Final figure, complete"|"2019"|"8392"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"92"|"Estimate - de jure"|"Final figure, complete"|"2019"|"5676"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"93"|"Estimate - de jure"|"Final figure, complete"|"2019"|"4262"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3223"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"95"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3045"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"95 - 99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"7260"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"96"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1911"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"97"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1083"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"98"|"Estimate - de jure"|"Final figure, complete"|"2019"|"762"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"459"|""
"Republic of Korea"|"2018"|"Total"|"Male"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2019"|"557"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2019"|"25743131"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"0"|"Estimate - de jure"|"Final figure, complete"|"2019"|"168123"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"990466"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"1"|"Estimate - de jure"|"Final figure, complete"|"2019"|"186511"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"822343"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"2"|"Estimate - de jure"|"Final figure, complete"|"2019"|"209130"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"3"|"Estimate - de jure"|"Final figure, complete"|"2019"|"215416"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"211286"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"5"|"Estimate - de jure"|"Final figure, complete"|"2019"|"224619"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1112213"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"6"|"Estimate - de jure"|"Final figure, complete"|"2019"|"227525"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"7"|"Estimate - de jure"|"Final figure, complete"|"2019"|"231341"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"8"|"Estimate - de jure"|"Final figure, complete"|"2019"|"212765"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"215963"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"10"|"Estimate - de jure"|"Final figure, complete"|"2019"|"231799"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1094921"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"11"|"Estimate - de jure"|"Final figure, complete"|"2019"|"217608"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"12"|"Estimate - de jure"|"Final figure, complete"|"2019"|"207309"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"13"|"Estimate - de jure"|"Final figure, complete"|"2019"|"211503"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"226702"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"15"|"Estimate - de jure"|"Final figure, complete"|"2019"|"227402"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1348192"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"16"|"Estimate - de jure"|"Final figure, complete"|"2019"|"243302"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"17"|"Estimate - de jure"|"Final figure, complete"|"2019"|"283132"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"18"|"Estimate - de jure"|"Final figure, complete"|"2019"|"297274"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"297082"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"20"|"Estimate - de jure"|"Final figure, complete"|"2019"|"317548"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1639906"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"21"|"Estimate - de jure"|"Final figure, complete"|"2019"|"323427"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"22"|"Estimate - de jure"|"Final figure, complete"|"2019"|"331692"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"23"|"Estimate - de jure"|"Final figure, complete"|"2019"|"330468"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"336771"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"25"|"Estimate - de jure"|"Final figure, complete"|"2019"|"343964"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1629072"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"26"|"Estimate - de jure"|"Final figure, complete"|"2019"|"344735"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"27"|"Estimate - de jure"|"Final figure, complete"|"2019"|"318925"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"28"|"Estimate - de jure"|"Final figure, complete"|"2019"|"313392"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"308056"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"30"|"Estimate - de jure"|"Final figure, complete"|"2019"|"304797"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1599914"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"31"|"Estimate - de jure"|"Final figure, complete"|"2019"|"311280"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"32"|"Estimate - de jure"|"Final figure, complete"|"2019"|"318771"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"33"|"Estimate - de jure"|"Final figure, complete"|"2019"|"318313"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"346753"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"35"|"Estimate - de jure"|"Final figure, complete"|"2019"|"382118"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1983849"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"36"|"Estimate - de jure"|"Final figure, complete"|"2019"|"409545"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"37"|"Estimate - de jure"|"Final figure, complete"|"2019"|"408661"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"38"|"Estimate - de jure"|"Final figure, complete"|"2019"|"408786"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"374739"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"40"|"Estimate - de jure"|"Final figure, complete"|"2019"|"369966"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1932121"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"41"|"Estimate - de jure"|"Final figure, complete"|"2019"|"362914"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"42"|"Estimate - de jure"|"Final figure, complete"|"2019"|"375693"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"43"|"Estimate - de jure"|"Final figure, complete"|"2019"|"394340"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"429208"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"45"|"Estimate - de jure"|"Final figure, complete"|"2019"|"438950"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"45 - 49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2245193"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"46"|"Estimate - de jure"|"Final figure, complete"|"2019"|"436836"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"47"|"Estimate - de jure"|"Final figure, complete"|"2019"|"457537"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"48"|"Estimate - de jure"|"Final figure, complete"|"2019"|"442463"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"469407"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"50"|"Estimate - de jure"|"Final figure, complete"|"2019"|"426383"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"50 - 54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2046927"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"51"|"Estimate - de jure"|"Final figure, complete"|"2019"|"408943"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"52"|"Estimate - de jure"|"Final figure, complete"|"2019"|"411587"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"53"|"Estimate - de jure"|"Final figure, complete"|"2019"|"420405"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"379609"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"55"|"Estimate - de jure"|"Final figure, complete"|"2019"|"436884"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"55 - 59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2175966"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"56"|"Estimate - de jure"|"Final figure, complete"|"2019"|"408276"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"57"|"Estimate - de jure"|"Final figure, complete"|"2019"|"474818"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"58"|"Estimate - de jure"|"Final figure, complete"|"2019"|"451325"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"404663"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"60"|"Estimate - de jure"|"Final figure, complete"|"2019"|"382336"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"60 - 64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1721804"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"61"|"Estimate - de jure"|"Final figure, complete"|"2019"|"361286"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"62"|"Estimate - de jure"|"Final figure, complete"|"2019"|"343181"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"63"|"Estimate - de jure"|"Final figure, complete"|"2019"|"353773"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"281228"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"65"|"Estimate - de jure"|"Final figure, complete"|"2019"|"271454"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"65 - 69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1225188"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"66"|"Estimate - de jure"|"Final figure, complete"|"2019"|"268461"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"67"|"Estimate - de jure"|"Final figure, complete"|"2019"|"216142"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"68"|"Estimate - de jure"|"Final figure, complete"|"2019"|"240362"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"228769"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"70"|"Estimate - de jure"|"Final figure, complete"|"2019"|"228354"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"70 - 74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"969862"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"71"|"Estimate - de jure"|"Final figure, complete"|"2019"|"224611"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"72"|"Estimate - de jure"|"Final figure, complete"|"2019"|"153959"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"73"|"Estimate - de jure"|"Final figure, complete"|"2019"|"183108"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"179830"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"75"|"Estimate - de jure"|"Final figure, complete"|"2019"|"205970"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"75 - 79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"915752"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"76"|"Estimate - de jure"|"Final figure, complete"|"2019"|"205103"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"77"|"Estimate - de jure"|"Final figure, complete"|"2019"|"174263"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"78"|"Estimate - de jure"|"Final figure, complete"|"2019"|"167772"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"162644"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"80"|"Estimate - de jure"|"Final figure, complete"|"2019"|"145676"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"80 - 84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"632408"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"81"|"Estimate - de jure"|"Final figure, complete"|"2019"|"138241"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"82"|"Estimate - de jure"|"Final figure, complete"|"2019"|"129375"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"83"|"Estimate - de jure"|"Final figure, complete"|"2019"|"118508"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"100608"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"85"|"Estimate - de jure"|"Final figure, complete"|"2019"|"87805"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"85 - 89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"330914"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"86"|"Estimate - de jure"|"Final figure, complete"|"2019"|"76779"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"87"|"Estimate - de jure"|"Final figure, complete"|"2019"|"62603"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"88"|"Estimate - de jure"|"Final figure, complete"|"2019"|"56106"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"47621"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"90"|"Estimate - de jure"|"Final figure, complete"|"2019"|"37955"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"90 - 94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"115467"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"91"|"Estimate - de jure"|"Final figure, complete"|"2019"|"29140"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"92"|"Estimate - de jure"|"Final figure, complete"|"2019"|"21506"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"93"|"Estimate - de jure"|"Final figure, complete"|"2019"|"15705"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"11161"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"95"|"Estimate - de jure"|"Final figure, complete"|"2019"|"12382"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"95 - 99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"29581"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"96"|"Estimate - de jure"|"Final figure, complete"|"2019"|"7495"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"97"|"Estimate - de jure"|"Final figure, complete"|"2019"|"4628"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"98"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3151"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1925"|""
"Republic of Korea"|"2018"|"Total"|"Female"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3415"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2019"|"51361911"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"0"|"Estimate - de jure"|"Final figure, complete"|"2019"|"385224"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2151219"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"1"|"Estimate - de jure"|"Final figure, complete"|"2019"|"428719"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1765995"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"2"|"Estimate - de jure"|"Final figure, complete"|"2019"|"441945"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"3"|"Estimate - de jure"|"Final figure, complete"|"2019"|"434079"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"461252"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"5"|"Estimate - de jure"|"Final figure, complete"|"2019"|"469166"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2308987"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"6"|"Estimate - de jure"|"Final figure, complete"|"2019"|"476438"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"7"|"Estimate - de jure"|"Final figure, complete"|"2019"|"439582"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"8"|"Estimate - de jure"|"Final figure, complete"|"2019"|"445732"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"478069"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"10"|"Estimate - de jure"|"Final figure, complete"|"2019"|"449462"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2264077"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"11"|"Estimate - de jure"|"Final figure, complete"|"2019"|"429929"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"12"|"Estimate - de jure"|"Final figure, complete"|"2019"|"438475"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"13"|"Estimate - de jure"|"Final figure, complete"|"2019"|"471598"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"474613"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"15"|"Estimate - de jure"|"Final figure, complete"|"2019"|"509025"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2982455"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"16"|"Estimate - de jure"|"Final figure, complete"|"2019"|"590444"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"17"|"Estimate - de jure"|"Final figure, complete"|"2019"|"615607"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"18"|"Estimate - de jure"|"Final figure, complete"|"2019"|"613208"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"654171"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"20"|"Estimate - de jure"|"Final figure, complete"|"2019"|"674230"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3529657"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"21"|"Estimate - de jure"|"Final figure, complete"|"2019"|"700728"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"22"|"Estimate - de jure"|"Final figure, complete"|"2019"|"704114"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"23"|"Estimate - de jure"|"Final figure, complete"|"2019"|"717106"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"733479"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"25"|"Estimate - de jure"|"Final figure, complete"|"2019"|"730326"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3368161"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"26"|"Estimate - de jure"|"Final figure, complete"|"2019"|"675269"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"27"|"Estimate - de jure"|"Final figure, complete"|"2019"|"669550"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"28"|"Estimate - de jure"|"Final figure, complete"|"2019"|"653743"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"639273"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"30"|"Estimate - de jure"|"Final figure, complete"|"2019"|"649602"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3491542"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"31"|"Estimate - de jure"|"Final figure, complete"|"2019"|"668034"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"32"|"Estimate - de jure"|"Final figure, complete"|"2019"|"665061"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"33"|"Estimate - de jure"|"Final figure, complete"|"2019"|"720387"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"788458"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"35"|"Estimate - de jure"|"Final figure, complete"|"2019"|"844744"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"4054300"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"36"|"Estimate - de jure"|"Final figure, complete"|"2019"|"845022"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"37"|"Estimate - de jure"|"Final figure, complete"|"2019"|"839766"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"38"|"Estimate - de jure"|"Final figure, complete"|"2019"|"767733"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"757035"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"40"|"Estimate - de jure"|"Final figure, complete"|"2019"|"747564"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"4078404"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"41"|"Estimate - de jure"|"Final figure, complete"|"2019"|"766096"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"42"|"Estimate - de jure"|"Final figure, complete"|"2019"|"803283"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"43"|"Estimate - de jure"|"Final figure, complete"|"2019"|"871382"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"890079"|""
"Republic of Korea"|"2017"|"Total"|"Both Sexes"|"45"|"Estimate - de jure"|"Final figure, complete"|"2019"|"893217"|""
